ticker;Event_Date;CAR_10_10_post;CAR_6_6_post;CAR_2_6_post;CAR_2_post;id_2;reported_date;report_trading_day;gics_sector;overall_sector;employee;breach_type;breach_type2;d_since_breach;total_affected;year;weekday;year_since_ipo;market_cap_m;roa;roe;debt_to_equity;cash_ratio;total_assets_m;breach_size_group;market_cap_group;year_group
GDEN;2020-03-13;-0,33687898857776866;-0,473446185521700869;-6,31479075340586e-02;0,009665082739379771;GDEN2019;07/11/2019;07/11/2019;Consumer Discretionary;Cyclical;8,000;HACK;HACK;161;5815;2019;5;10,175342470;427,385070;-0,022715040;-0,136482550;4,683634519;0,064148951;1740,92;Large;Small Cap;early
GDEN;2022-03-01;0,11068058453815482;-0,000518561459358947;-2,40179096574164e-03;-0,022925088610842151;GDEN2021;24/09/2021;24/09/2021;Consumer Discretionary;Cyclical;6,300;HACK;HACK;243;21912;2021;6;2,441095890;1408,633800;0,100135928;0,506276190;3,776588920;0,136509603;1615,56;Large;Small Cap;modern
GEN;2024-05-16;0,17451332552337592;0,211176065864855739;-3,90184015849694e-03;-0,024342114083898910;GEN2023;12/05/2023;12/05/2023;Information Technology;Sensitive;3,400;UNKN;OTHER;26;6;2023;6;37,156164380;10690,680000;0,039056556;0,280382340;3,939462904;0,053639361;15772,00;Small;Large Cap;recent
GES;2022-03-24;0,13157930468055778;0,082710922362448647;1,14186166187172e-02;-0,013575021734021073;GES2021;09/07/2021;09/07/2021;Consumer Discretionary;Cyclical;12,500;HACK;HACK;157;1304;2021;6;7,147945205;1495,323450;0,067053186;0,275212075;1,852087342;0,162607782;2555,63;Small;Small Cap;modern
GIS;2023-06-28;-0,10703424234762574;-0,075881189085763676;-1,26126027804054e-02;0,002517583082364189;GIS2023;12/01/2023;12/01/2023;Consumer Staples;Defensive;34,000;HACK;HACK;55;49000;2023;5;33,810958900;49245,070000;0,082472490;0,248229597;1,151536901;0,018615846;31451,70;Large;Large Cap;recent
GKOS;2022-02-28;-0,00584585025290025;0,075336768245500799;1,73013968111414e-02;-0,029633959340800698;GKOS2021;12/03/2021;12/03/2021;Health Care;Defensive;0,727;HACK;HACK;179;905;2021;6;7,789041096;4186,460100;-0,047245017;-0,084463792;0,652958098;0,095939975;1049,70;Small;Small Cap;modern
H;2018-02-15;-0,05831821601082327;-0,040531522547645235;-3,42865536204379e-02;0,013418658278805073;H2017;12/10/2017;12/10/2017;Consumer Discretionary;Cyclical;45,000;UNKN;OTHER;208;19;2017;5;38,816438360;7342,564350;0,032455683;0,070638298;0,411631206;0,065563087;7672,00;Small;Large Cap;early
HAS;2019-02-26;-0,04955536958532143;-0,021061151368015316;5,13979687056526e-02;0,007379124136501197;HAS2018;25/06/2018;25/06/2018;Consumer Discretionary;Cyclical;5,800;HACK;HACK;283;2039;2018;2;11,128767120;11563,506720;0,041883812;0,125640216;0,966147350;0,224657742;5262,99;Large;Large Cap;early
HBI;2023-02-08;-0,24986527209033882;-0,269133780826911473;1,47588840119974e-02;-0,017739362470973123;HBI2022;16/08/2022;16/08/2022;Consumer Discretionary;Cyclical;51,000;HACK;HACK;84;75106;2022;3;6,523287671;3661,104410;-0,019558183;-0,319396179;10,272118490;0,036657064;6503,88;Large;Small Cap;modern
HCC;2024-02-14;-0,21776532432893347;-0,116959874047301404;-3,68741219668055e-02;-0,016295633094520749;HCC2023;13/12/2023;13/12/2023;Materials;Cyclical;1,143;HACK;HACK;137;19794;2023;4;7,136986301;2896,938110;0,203062038;0,255344246;0,092423041;0,313185760;2357,06;Large;Small Cap;recent
HFFG;2024-03-26;0,05065308184140341;0,008818772173942658;-2,40019581999910e-02;0,000845037346365143;HFFG2023;23/03/2023;23/03/2023;Consumer Staples;Defensive;1,049;HACK;HACK;238;982;2023;5;10,808219180;198,714360;-0,003644471;-0,007583871;0,508374003;0,025534768;596,52;Small;Small Cap;recent
HON;2022-02-11;-0,04812782023024034;-0,064317107304317139;3,13137108324282e-03;0,000280735023135003;HON2021;30/04/2021;30/04/2021;Industrials;Cyclical;99,000;HACK;HACK;73;3567;2021;6;4,506849315;153326,720000;0,085962463;0,298454413;0,920297270;0,169986040;64470,00;Large;Large Cap;modern
HON;2024-02-16;-0,01526769443392844;0,007148356185610302;-1,86083216558670e-02;0,003120934641784841;HON2023;16/06/2023;16/06/2023;Industrials;Cyclical;95,000;HACK;HACK;20;118379;2023;6;3,950684932;132791,214000;0,091962617;0,356836529;1,226728052;0,128809427;61525,00;Large;Large Cap;recent
HQY;2019-03-28;-0,10106349698804659;-0,111648596979001549;1,15099191505386e-02;-0,016527363262373970;HQY2018;12/06/2018;12/06/2018;Health Care;Defensive;1,141;HACK;HACK;62;165800;2018;3;32,813698630;4905,757760;0,144895454;0,154898874;0,000000000;0,708752274;510,02;Large;Large Cap;early
HSIC;2024-02-28;0,00302662735492827;-0,005134857636432193;-1,76134233068035e-02;0,002810255258875765;HSIC2023;15/10/2023;16/10/2023;Health Care;Defensive;25,000;HACK;HACK;18;166432;2023;2;6,821917808;9480,340800;0,039345503;0,113816689;0,677701778;0,016173272;10573,00;Large;Large Cap;recent
HUM;2019-02-21;-0,11635223304059511;-0,035264993079904064;-6,22254255449220e-02;-0,016447687036880737;HUM2018;04/06/2018;04/06/2018;Health Care;Defensive;41,600;HACK;HACK;138;6836;2018;2;1,797260274;39271,048560;0,066225947;0,165633304;0,597283732;0,092196907;25413,00;Large;Large Cap;early
HUM;2020-02-20;0,11084304094003808;-0,037298609192664416;-6,48153667032655e-02;-0,041848818669364393;HUM2019;03/06/2019;03/06/2019;Health Care;Defensive;46,000;DISC;DISC;80;863;2019;2;39,816438360;38324,981550;0,093107244;0,224889923;0,507933871;0,139437298;29074,00;Small;Large Cap;early
HUM;2021-02-18;0,05753413279503674;0,034580496749800120;3,27746169793036e-02;0,015675336856822906;HUM2020;20/08/2020;20/08/2020;Health Care;Defensive;48,700;HACK;HACK;25;564;2020;5;28,871232880;53863,898000;0,096285281;0,245265152;0,520396270;0,133632646;34969,00;Small;Large Cap;modern
HUM;2022-02-17;0,12800706892446320;0,019366053353105504;2,59924533827664e-02;0,003438306973091599;HUM2021;12/11/2021;12/11/2021;Health Care;Defensive;95,500;HACK;HACK;79;1965;2021;6;22,309589040;49125,082800;0,066121106;0,182400498;0,822450249;0,076513819;44358,00;Large;Large Cap;modern
HUM;2023-02-16;-0,02584879471624753;0,058073407095577775;-2,95090152353453e-03;-0,008570742401055769;HUM2022;08/09/2022;08/09/2022;Health Care;Defensive;67,100;HACK;HACK;124;999;2022;5;22,545205480;60196,708250;0,065172454;0,183266932;0,766377114;0,117547323;43055,00;Small;Large Cap;modern
HUM;2024-02-15;-0,07569049729141218;-0,022212497471469070;-2,08816625657190e-02;-0,000470231316060757;HUM2023;15/12/2023;15/12/2023;Health Care;Defensive;67,600;HACK;HACK;199;49999;2023;6;16,328767120;57329,167200;0,052884309;0,153056205;0,753228385;0,099734410;47065,00;Large;Large Cap;recent
HZO;2024-11-14;0,07306666529772614;-0,011669618444625558;1,95343044996695e-03;-0,007213062538889723;HZO2024;16/07/2024;16/07/2024;Consumer Discretionary;Cyclical;4,050;HACK;HACK;128;123494;2024;3;33,139726030;791,970720;0,014612287;0,039010243;0,536956020;0,086111380;2605,07;Large;Small Cap;recent
INSM;2019-02-22;0,14706276322328829;0,087612642490618592;1,73046476621224e-02;0,017130554361923633;INSM2018;17/09/2018;17/09/2018;Health Care;Defensive;0,373;UNKN;OTHER;63;522;2018;2;41,827397260;1476,582800;-0,536388689;-1,557032833;1,519969654;0,818901806;604,56;Small;Small Cap;early
JOB;2023-12-18;-0,12606876367429923;-0,087555770391313362;-3,08411917805095e-02;-0,043219119319107324;JOB2022;07/10/2022;07/10/2022;Industrials;Cyclical;0,251;HACK;HACK;227;16326;2022;6;25,813698630;72,690828;0,076263432;0,086165726;0,039432393;0,181961731;123,49;Large;Small Cap;modern
JPM;2014-02-20;-0,00549662273549239;-0,036273547340889417;-2,61199777670451e-02;0,000399362082238189;JPM2013;05/12/2013;05/12/2013;Financials;Cyclical;251,196;UNKN;OTHER;143;1292;2013;5;40,969863010;214811,816500;0,007419415;0,089606039;2,674202580;0,016463626;2415689,00;Small;Large Cap;early
JWN;2019-03-18;-0,04250712193824622;-0,030140755912768314;-1,25589235714134e-02;-0,022178060372682561;JWN2018;07/11/2018;07/11/2018;Consumer Discretionary;Cyclical;71,000;DISC;DISC;29;107106;2018;4;44,024657530;10631,696000;0,071519148;0,646048110;3,075601375;0,121354299;7886,00;Large;Large Cap;early
KELYA;2013-02-14;-0,00548515554501228;0,059158171519855279;3,29509521574407e-02;0,017056337519640877;KELYA2012;09/03/2012;09/03/2012;Industrials;Cyclical;7,100;DISC;DISC;89;7;2012;6;2,917808219;558,372000;0,030629088;0,067611336;0,086504723;0,046646696;1635,70;Small;Small Cap;early
KR;2017-03-28;0,02695056870607352;-0,008823388424279491;-1,13881009554573e-03;-0,005413646970377426;KR2016;25/05/2016;25/05/2016;Consumer Staples;Defensive;443,000;HACK;HACK;126;20;2016;4;28,698630140;32820,480000;0,054102178;0,294864139;1,888922066;0,008820709;36505,00;Small;Large Cap;early
LCUT;2022-03-09;-0,08430124414237923;0,044513810630455786;-3,64859913677304e-02;-0,026791619717008053;LCUT2021;16/04/2021;16/04/2021;Consumer Discretionary;Cyclical;1,350;HACK;HACK;66;1386;2021;6;25,827397260;317,719740;0,025089437;0,081366421;1,373305274;0,033750908;829,07;Small;Small Cap;modern
LDI;2024-03-15;-0,06013108309105197;-0,139333814528101452;6,69874514724261e-02;-0,001618486265835406;LDI2023;24/04/2023;24/04/2023;Financials;Cyclical;4,250;HACK;HACK;264;1364;2023;2;11,693150680;315,033960;-0,017906217;-0,311981645;6,580565942;0,107413729;6151,05;Small;Small Cap;recent
LSTR;2017-02-24;-0,04060005298380047;-0,020262575972929141;-2,87487740763892e-02;-0,017762985618435565;LSTR2016;21/03/2016;21/03/2016;Industrials;Cyclical;1,197;DISC;DISC;26;1362;2016;2;8,279452055;2815,279020;0,125251803;0,253153125;0,254911466;0,163139220;1096,59;Small;Small Cap;early
LUV;2019-02-05;0,02720203031764478;0,031792224688181568;1,56617904639941e-03;0,004153016967773163;LUV2018;20/04/2018;20/04/2018;Industrials;Cyclical;58,803;HACK;HACK;201;36485;2018;6;7,263013699;30282,644400;0,093929810;0,250177611;0,342738252;0,070647411;26243,00;Large;Large Cap;early
LUV;2024-02-06;0,14584356245703753;0,115380590207513914;9,83955694687093e-02;0,050677068416211821;LUV2023;23/06/2023;23/06/2023;Industrials;Cyclical;74,806;HACK;HACK;54;3009;2023;6;21,756164380;20448,465640;0,012744265;0,044222539;0,874940561;0,254556417;36487,00;Large;Large Cap;recent
M;2019-04-03;0,07259410199659053;0,022410984353206913;-5,83723729196651e-02;-0,021364950153484299;M2018;03/07/2018;03/07/2018;Consumer Discretionary;Cyclical;130,000;HACK;HACK;68;162507;2018;3;24,189041100;11236,780800;0,057726373;0,172156619;0,738191423;0,060539752;19194,00;Large;Large Cap;early
M;2020-03-30;-0,23455685134979887;-0,211442052543816122;1,67580248714141e-01;-0,017597096710797192;M2019;14/11/2019;14/11/2019;Consumer Discretionary;Cyclical;123,000;HACK;HACK;38;135152;2019;5;26,304109590;4966,128170;0,026638957;0,088442841;1,162145209;0,032354053;21172,00;Large;Large Cap;early
MATV;2023-03-01;-0,17423175427562138;-0,064633117744275298;-4,41329434240580e-02;-0,008210319462998602;MATV2022;03/10/2022;03/10/2022;Materials;Cyclical;7,500;HACK;HACK;104;9268;2022;2;33,813698630;1212,854400;-0,001798757;-0,005596540;1,485118291;0,033903848;3669,20;Large;Small Cap;modern
MDU;2020-02-21;-0,00536211858509730;-0,021532464169940490;-5,03503730721720e-02;-0,011194247523343710;MDU2019;22/07/2019;22/07/2019;Utilities;Defensive;13,359;STAT;OTHER;90;3;2019;2;38,465753420;5252,064640;0,043661385;0,117816655;0,828348868;0,008650070;7683,06;Small;Large Cap;early
MEG;2023-03-01;-0,35317027648485255;-0,362829634586653182;-1,17093898622930e-02;-0,002556523531792521;MEG2022;06/09/2022;06/09/2022;Industrials;Cyclical;2,900;HACK;HACK;90;269;2022;3;33,813698630;1177,088790;-0,040179868;-0,101597448;0,645358843;0,113431509;791,91;Small;Small Cap;modern
MFA;2022-02-23;-0,05037993829736294;-0,055660573545343428;-2,08882467745899e-02;-0,023496497418437158;MFA2021;01/09/2021;01/09/2021;Financials;Cyclical;0,298;HACK;HACK;175;13006;2021;4;30,810958900;2076,244800;0,035982629;0,129341028;2,526395213;0,033337681;9139,69;Large;Small Cap;modern
MGM;2024-02-23;-0,07641651985832017;-0,131941343136725203;-9,64422318123238e-03;0,002514562047687123;MGM2023;05/10/2023;05/10/2023;Consumer Discretionary;Cyclical;76,000;HACK;HACK;24;811740;2023;5;43,232876710;11481,498000;0,027008431;0,300251104;8,302127431;0,069103926;42368,55;Large;Large Cap;recent
MGRC;2022-02-23;0,11228035879615805;0,073888738144273214;3,18779043620884e-04;0,011621021021361418;MGRC2021;15/12/2021;15/12/2021;Industrials;Cyclical;1,184;HACK;HACK;151;6686;2021;4;6,284931507;1801,790200;0,056208747;0,122544299;0,597588047;0,000934254;1595,93;Large;Small Cap;modern
MKSI;2024-02-27;0,03672821848178476;0,025064844557546345;6,16487489447603e-02;0,017389674046527047;MKSI2023;15/02/2023;15/02/2023;Information Technology;Sensitive;10,200;HACK;HACK;2;1064;2023;4;42,024657530;6665,247000;-0,201908313;-0,744741100;2,032362460;0,095964027;9118,00;Small;Large Cap;recent
ML;2022-03-17;0,25865759994445281;0,220437625333848086;-2,14690177469821e-02;0,120126434698729648;ML2021;24/09/2021;24/09/2021;Financials;Cyclical;0,556;HACK;HACK;87;94;2021;6;33,813698630;1989,059660;-0,370795340;-0,822161275;0,841698093;0,410472842;491,54;Small;Small Cap;modern
MMC;2014-02-27;0,02640550082982387;0,009814279444770774;1,68015787512154e-02;-0,003604010158940593;MMC2013;26/11/2013;26/11/2013;Financials;Cyclical;55,000;HACK;HACK;178;86;2013;3;8,389041096;26069,516800;0,079917550;0,171663504;0,373814042;0,135630153;16980,00;Small;Large Cap;early
MMS;2021-11-18;-0,01243420547025452;-0,061672905022518591;-2,60147350258642e-02;0,009561786347254729;MMS2021;18/06/2021;18/06/2021;Industrials;Cyclical;35,800;HACK;HACK;32;334690;2021;6;2,884931507;5577,718620;0,070697372;0,196713028;1,153486826;0,032790033;4118,97;Large;Large Cap;modern
MMS;2023-11-16;0,05419742220812285;0,067744490259098067;1,85480243426593e-02;-0,012423426556085707;MMS2023;28/07/2023;28/07/2023;Industrials;Cyclical;39,600;HACK;HACK;62;9179226;2023;6;23,841095890;5075,643580;0,040592133;0,097007198;0,856926495;0,016409516;3985,80;Large;Large Cap;recent
MMS;2023-11-16;0,05419742220812285;0,067744490259098067;1,85480243426593e-02;-0,012423426556085707;MMS2022;01/11/2022;01/11/2022;Industrials;Cyclical;39,600;DISC;DISC;64;57;2022;3;23,841095890;5075,643580;0,040592133;0,097007198;0,856926495;0,016409516;3985,80;Small;Large Cap;modern
MODG;2024-02-29;-0,04047927036067656;-0,066147331428655948;7,71543271825067e-03;-0,000700882675183422;MODG2023;07/08/2023;07/08/2023;Consumer Discretionary;Cyclical;32,000;HACK;HACK;6;14048;2023;2;60,035616440;3528,877000;0,010415981;0,024495900;1,115079160;0,043144091;9120,60;Large;Small Cap;recent
MOH;2018-03-01;-0,04719947590970634;0,014113378185090394;9,59801558315815e-03;0,008779235401962295;MOH2017;21/12/2017;21/12/2017;Health Care;Defensive;20,000;DISC;DISC;69;1380;2017;5;42,819178080;4704,000000;-0,060441506;-0,382946896;1,622288706;0,376106717;8471,00;Small;Large Cap;early
MRTN;2023-02-28;-0,04743090047913833;0,012930912687492753;-4,32491031538289e-03;0,010619075459209823;MRTN2022;25/03/2022;25/03/2022;Industrials;Cyclical;4,575;HACK;HACK;176;35294;2022;6;2,750684932;1538,751550;0,114276069;0,156770878;0,001008639;0,083464588;965,68;Large;Small Cap;modern
MRTN;2024-02-28;-0,07391283547754865;-0,043406075132467373;-1,46681632075785e-02;-0,015677004848767204;MRTN2023;15/05/2023;15/05/2023;Industrials;Cyclical;4,213;HACK;HACK;118;13;2023;2;40,884931510;1682,345280;0,071059506;0,092915634;0,000682611;0,053732106;990,34;Small;Small Cap;recent
MS;2021-02-26;0,09231381358905516;0,095609509724347203;4,82924450521269e-02;0,028842725107397316;MS2020;10/07/2020;10/07/2020;Financials;Cyclical;68,097;DISC;DISC;1592;14256250;2020;6;1,290410959;85975,236240;0,009854265;0,118835850;2,950286931;0,094683751;1115862,00;Large;Large Cap;modern
MS;2022-02-24;-0,16178479183565189;-0,155996378367952021;-7,39530572228700e-02;-0,040630170078698548;MS2021;02/07/2021;02/07/2021;Financials;Cyclical;74,814;HACK;HACK;163;33443;2021;6;27,871232880;163080,328500;0,012653391;0,153893399;3,075738809;0,107499958;1188140,00;Large;Large Cap;modern
MTX;2021-02-19;0,13947258812297603;0,051186719007126506;1,23137042702176e-02;-0,003992613295307019;MTX2020;24/11/2020;24/11/2020;Materials;Cyclical;3,566;HACK;HACK;35;1200;2020;3;6,317808219;2066,802000;0,035022123;0,076944140;0,681202081;0,114569702;3209,40;Small;Small Cap;modern
MTZ;2024-03-01;0,20150865454707928;0,245725262452417187;3,38960830208067e-02;0,006772671325799612;MTZ2023;20/11/2023;20/11/2023;Industrials;Cyclical;34,000;HACK;HACK;177;22009;2023;2;35,553424660;4231,173600;-0,005328740;-0,018457574;1,291849830;0,056495480;9373,51;Large;Small Cap;recent
MXL;2021-02-11;0,16118697282432931;0,185273515305877018;1,18525371678750e-01;0,030813228371022870;MXL2020;11/06/2020;11/06/2020;Information Technology;Sensitive;1,420;HACK;HACK;57;2689;2020;5;1,380821918;1487,738560;-0,096428942;-0,252080579;1,003786591;0,145632711;1022,44;Large;Small Cap;modern
MYRG;2017-03-09;-0,03020816403345555;0,041834473510611002;-5,52646658095924e-02;-0,016047231113115588;MYRG2016;16/05/2016;16/05/2016;Industrials;Cyclical;4,600;HACK;HACK;32;6878;2016;2;19,443835620;382,845520;0,037369114;0,081432816;0,243139520;0,041580136;573,50;Large;Small Cap;early
MYRG;2021-03-03;0,17592121839037106;0,088479683125686978;1,12685765632707e-01;0,047784945238986298;MYRG2020;09/09/2020;09/09/2020;Industrials;Cyclical;7,200;UNKN;OTHER;127;844;2020;4;32,317808220;603,093360;0,059003333;0,136875478;0,121317158;0,022762259;995,86;Small;Small Cap;modern
NTRA;2020-03-02;0,24805305507062528;0,110854797742469494;-6,20618177325145e-02;0,022498886716739053;NTRA2019;15/07/2019;15/07/2019;Health Care;Defensive;1,039;HACK;HACK;348;3035;2019;2;10,693150680;2000,048200;-0,214237904;-0,447872527;0,379217182;0,106282266;582,66;Large;Small Cap;early
OKTA;2024-03-01;0,15206236707996429;0,245355152280090916;-1,05466532483631e-02;-0,003004824484150407;OKTA2023;01/11/2023;01/11/2023;Information Technology;Sensitive;5,908;HACK;HACK;39;4961;2023;4;6,539726027;11265,963660;-0,039492713;-0,060292120;0,220278533;0,037156525;8989,00;Large;Large Cap;recent
ONTF;2022-03-14;-0,00156582468940451;0,141465876148634873;1,47143032523543e-01;0,080737309126118789;ONTF2021;29/10/2021;29/10/2021;Information Technology;Sensitive;0,717;HACK;HACK;121;1160;2021;6;29,369863010;912,062970;-0,050481905;-0,068309443;0,011247853;0,343291938;480,49;Small;Small Cap;modern
PBYI;2023-03-02;-0,59300689584694533;-0,467409575422556178;-1,85864830655158e-01;-0,064538340915541614;PBYI2022;04/04/2022;04/04/2022;Health Care;Defensive;0,192;HACK;HACK;357;11;2022;2;17,235616440;138,111080;0,000009010;0,000092600;5,288828212;0,343156548;222,06;Small;Small Cap;modern
PBYI;2024-02-29;-0,25821507294383961;-0,299578727614374651;-1,03501532391412e-01;-0,092228721129174907;PBYI2023;17/05/2023;17/05/2023;Health Care;Defensive;0,185;HACK;HACK;390;1933;2023;4;11,221917810;136,270420;0,093658905;0,404008084;2,086186894;0,366918552;230,53;Large;Small Cap;recent
PCAR;2019-02-21;0,00828979200410005;-0,007205061678470160;-3,79007513749606e-02;-0,007788504215926464;PCAR2018;14/02/2018;14/02/2018;Industrials;Cyclical;28,000;UNKN;OTHER;23;251;2018;4;43,904109590;23617,324000;0,086141808;0,255455085;0,778980321;0,134834239;25482,40;Small;Large Cap;early
PEP;2023-02-09;0,00753757018057364;0,017574000762698355;-4,55584699660255e-03;0,002760138733704584;PEP2022;07/10/2022;07/10/2022;Consumer Staples;Defensive;315,000;UNKN;OTHER;590;949;2022;6;9,279452055;224175,600000;0,096651372;0,519563823;2,400664762;0,053738597;92187,00;Small;Large Cap;modern
PK;2020-02-27;-0,60385570073305173;-0,215303134913407634;-1,07807345667202e-01;-0,007284403470579393;PK2019;16/09/2019;16/09/2019;Real Estate;Cyclical;0,488;HACK;HACK;68;469;2019;2;27,391780820;6240,819090;0,027103632;0,047105911;0,635929803;0,030646590;11290,00;Small;Large Cap;early
PLUG;2024-02-29;-0,07714095025779268;0,157331379105632968;9,72799567043538e-02;0,006747415159544750;PLUG2023;15/12/2023;15/12/2023;Industrials;Cyclical;3,868;HACK;HACK;277;8323;2023;6;49,202739730;2903,391440;-0,279197665;-0,472316757;0,334302351;0,027542365;4902,74;Large;Small Cap;recent
PSA;2014-02-26;0,01120033384543866;0,005869652988727628;7,77802541311698e-03;0,013858662227840563;PSA2013;25/09/2013;25/09/2013;Real Estate;Cyclical;5,200;DISC;DISC;21;745;2013;4;6,049315068;27564,894720;0,106563857;0,201263475;0,160454407;0,001940916;9876,27;Small;Large Cap;early
R;2020-02-27;0,02549482240769129;0,113517508755801619;-9,73037803369036e-02;-0,081545244969086814;R2019;28/05/2019;28/05/2019;Industrials;Cyclical;39,900;HACK;HACK;68;729;2019;3;23,517808220;2867,954740;-0,001686317;-0,009857409;3,118655580;0,005083406;14475,33;Small;Small Cap;early
R;2022-02-17;0,13505925896647608;0,123686202704461845;-1,07294428272408e-02;-0,014711770407007463;R2021;08/06/2021;08/06/2021;Industrials;Cyclical;42,800;HACK;HACK;176;3563;2021;3;28,975342470;4312,264130;0,037518352;0,185507869;2,478773357;0,016911633;13834,32;Large;Small Cap;modern
RARE;2017-02-17;0,05352488859032493;0,092961367783439039;1,09930371122165e-01;0,019220704268655513;RARE2016;01/04/2016;01/04/2016;Health Care;Defensive;0,376;UNKN;OTHER;1;280;2016;6;16,443835620;2610,904400;-0,454794997;-0,518749974;0,000000000;0,298024882;540,63;Small;Small Cap;early
REGN;2011-02-17;0,04286563824497614;0,013937990753202388;-2,80080588994589e-02;-0,001277050965446662;REGN2010;26/07/2010;26/07/2010;Health Care;Defensive;1,395;HACK;HACK;38;9;2010;2;12,391780820;2146,974200;-0,095892171;-0,197925409;0,303193354;0,103330910;1089,43;Small;Small Cap;early
RHP;2017-02-28;-0,03481814431871729;-0,049015619403169702;-3,91124008900203e-02;-0,004126497137097862;RHP2016;01/04/2016;01/04/2016;Real Estate;Cyclical;0,807;DISC;DISC;9;2478;2016;6;40,021917810;2598,504480;0,066243708;0,433063313;4,083060460;0,024577752;2405,75;Large;Small Cap;early
RILY;2020-03-10;-0,21386674610932793;-0,184853654950185381;-8,13625930994382e-02;-0,044176260559896999;RILY2019;27/09/2019;27/09/2019;Financials;Cyclical;0,982;UNKN;OTHER;137;102;2019;6;37,772602740;651,104080;0,035204803;0,226282371;2,403743138;0,044978427;2318,18;Small;Small Cap;early
RLGT;2024-09-12;0,01511755078875722;0,057042368762246935;-2,23483167198964e-02;-0,039273367074599448;RLGT2023;09/08/2023;09/08/2023;Industrials;Cyclical;0,931;HACK;HACK;70;238;2023;4;2,293150685;341,237610;0,020703962;0,036706757;0,276912716;0,067012406;371,19;Small;Small Cap;recent
ROL;2014-02-26;0,00898944030450416;-0,007789294823653981;6,96077290503866e-03;0,011388405709276744;ROL2013;27/03/2013;27/03/2013;Industrials;Cyclical;10,649;DISC;DISC;15;25;2013;4;49,890410960;3569,292080;0,166838696;0,281411507;0,000000000;0,159920565;739,22;Small;Small Cap;early
RSG;2022-02-11;-0,07103118040926619;-0,081715319164115605;-6,42707609773732e-03;-0,012619757594386915;RSG2021;20/09/2021;20/09/2021;Industrials;Cyclical;35,000;HACK;HACK;961;6441;2021;2;23,734246580;39155,168000;0,051709076;0,143714709;1,094967090;0,001162092;24955,00;Large;Large Cap;modern
RSG;2023-02-23;0,07171056625020711;0,036832929617858640;-1,47766646934529e-02;-0,004362330363715016;RSG2022;03/06/2022;03/06/2022;Industrials;Cyclical;40,000;UNKN;OTHER;55;1;2022;6;4,641095890;42796,779000;0,051203150;0,153582490;1,247305389;0,004935824;29052,90;Small;Large Cap;modern
SBH;2015-11-12;0,17611963423586888;0,147929976321315687;9,28284142755399e-02;-0,000573923879886942;SBH2015;28/05/2015;28/05/2015;Consumer Discretionary;Cyclical;28,330;HACK;HACK;83;3637798;2015;5;7,284931507;4854,036600;0,112248138;-0,789356694;-6,002242958;0,066864628;2094,35;Large;Large Cap;early
SITE;2021-03-03;0,07706924870453566;0,085468915889515232;8,16387479269524e-02;0,022602706811754258;SITE2020;30/10/2020;30/10/2020;Industrials;Cyclical;4,900;HACK;HACK;120;15390;2020;6;13,610958900;5511,407130;0,071533880;0,152578616;0,714465409;0,032552928;1695,70;Large;Large Cap;modern
SLAB;2017-02-01;0,00863216831493452;0,073105232375359278;1,80566980634240e-02;0,027251169240948701;SLAB2016;04/04/2016;04/04/2016;Information Technology;Sensitive;1,252;DISC;DISC;41;969;2016;2;23,545205480;1924,799550;0,056841837;0,074361697;0,087670716;0,130431005;1081,84;Small;Small Cap;early
SNA;2023-02-09;0,01633772622013519;-0,000995361621573652;-2,25758857090664e-03;0,005180845850947500;SNA2022;07/04/2022;07/04/2022;Industrials;Cyclical;12,900;HACK;HACK;37;41052;2022;5;41,819178080;10991,232110;0,130750918;0,203445429;0,279338585;0,108593391;6972,80;Large;Large Cap;modern
SOND;2023-03-16;-0,27004813972876307;-0,344568059725819886;-2,22074389851581e-01;-0,091521728629931257;SOND2022;14/11/2022;14/11/2022;Consumer Discretionary;Cyclical;1,695;HACK;HACK;177;13875;2022;2;17,673972600;404,723760;-0,105325836;8,309119166;-75,090690330;0,156724783;1573,61;Large;Small Cap;modern
SPLP;2021-04-13;0,26386793480057502;0,344357757891809058;2,91702803599038e-01;0,086243263021878416;SPLP2020;29/06/2020;29/06/2020;Industrials;Cyclical;4,300;HACK;HACK;72;23969;2020;2;25,498630140;127,440760;0,018471789;0,135927505;4,876835746;0,034513206;3934,38;Large;Small Cap;modern
SWK;2014-02-21;0,05239774648674052;0,019374317143020067;4,33206490544400e-03;-0,003266292987022393;SWK2013;15/04/2013;15/04/2013;Industrials;Cyclical;50,700;PORT;OTHER;77;7;2013;2;37,024657530;12320,155960;0,029652073;0,072111425;0,560257089;0,030008890;16535,10;Small;Large Cap;early
SYF;2019-02-15;0,08919338417879166;0,061111428519070379;1,16482289283429e-02;0,000720910950418127;SYF2018;03/12/2018;03/12/2018;Financials;Cyclical;16,500;UNKN;OTHER;340;28732;2018;2;3,663013699;18673,358820;0,026125552;0,190080392;1,634827633;0,087984119;106792,00;Large;Large Cap;early
TGT;2014-03-14;0,03570904635082064;0,017166041547210395;9,34131523840752e-03;-0,002434601914359552;TGT2013;19/12/2013;19/12/2013;Consumer Staples;Defensive;366,000;CARD;OTHER;22;40000000;2013;5;5,701369863;40222,765050;0,044239445;0,121434292;0,844187049;0,015599398;44553,00;Large;Large Cap;early
